time,day_type,weather,event_day,passengers,flight_count,avg_luggage,crowd
15,Weekend,Fog,0,656,13,4,Low
0,Weekend,Fog,0,422,8,3,Low
17,Weekend,Rain,1,2207,44,2,High
6,Weekend,Fog,0,1536,30,2,High
9,Weekday,Rain,0,1225,24,1,Medium
3,Weekend,Rain,0,1027,20,2,Medium
21,Weekend,Clear,1,2476,49,2,High
12,Weekend,Fog,1,1120,22,2,Medium
17,Weekend,Rain,0,2061,41,1,High
0,Weekday,Clear,0,755,15,1,Medium
12,Weekend,Fog,1,1268,25,2,Medium
13,Weekday,Rain,0,262,5,4,Low
16,Weekday,Fog,0,484,9,3,Low
2,Weekday,Clear,0,275,5,3,Low
4,Weekend,Clear,0,1129,22,4,Medium
16,Weekday,Clear,0,734,14,1,Medium
13,Weekend,Fog,1,692,13,4,Low
11,Weekday,Fog,1,765,15,1,Medium
4,Weekend,Clear,1,1597,31,3,High
20,Weekend,Fog,1,1553,31,3,High
22,Weekend,Rain,1,1073,21,3,Medium
12,Weekday,Fog,1,992,19,4,Medium
22,Weekday,Clear,1,817,16,1,Medium
23,Weekend,Rain,1,1022,20,2,Medium
18,Weekday,Rain,1,1723,34,3,High
7,Weekend,Clear,0,2124,42,3,High
22,Weekend,Clear,1,1178,23,2,Medium
22,Weekday,Rain,1,1069,21,3,Medium
9,Weekday,Fog,1,1958,39,2,High
23,Weekend,Rain,0,558,11,2,Low
0,Weekday,Rain,1,647,12,3,Low
22,Weekday,Clear,1,1180,23,3,Medium
10,Weekday,Clear,1,1862,37,4,High
18,Weekend,Clear,1,2003,40,1,High
0,Weekend,Clear,1,972,19,1,Medium
12,Weekday,Clear,1,800,16,3,Medium
0,Weekend,Clear,0,827,16,2,Medium
12,Weekend,Clear,0,1114,22,3,Medium
8,Weekend,Fog,1,1461,29,2,Medium
22,Weekend,Rain,0,391,7,4,Low
4,Weekend,Rain,0,646,12,3,Low
19,Weekend,Clear,1,1802,36,4,High
7,Weekday,Rain,1,1271,25,3,Medium
12,Weekday,Clear,1,1217,24,2,Medium
20,Weekend,Rain,0,1980,39,2,High
3,Weekday,Fog,0,100,2,4,Low
4,Weekday,Rain,1,886,17,2,Medium
21,Weekend,Fog,1,2059,41,3,High
6,Weekday,Rain,1,2194,43,1,High
19,Weekday,Rain,0,1490,29,4,Medium
12,Weekend,Rain,1,1391,27,3,Medium
21,Weekday,Clear,0,1837,36,3,High
1,Weekend,Fog,0,370,7,3,Low
2,Weekend,Rain,1,1116,22,3,Medium
16,Weekend,Clear,1,1169,23,3,Medium
21,Weekend,Clear,1,2539,50,4,High
23,Weekend,Rain,0,1033,20,2,Medium
11,Weekday,Clear,0,917,18,3,Medium
11,Weekday,Clear,1,1109,22,1,Medium
12,Weekday,Clear,0,664,13,3,Low
18,Weekday,Clear,1,1845,36,2,High
15,Weekend,Clear,1,1186,23,1,Medium
13,Weekend,Rain,0,529,10,3,Low
15,Weekend,Rain,0,380,7,3,Low
9,Weekend,Rain,1,2418,48,1,High
10,Weekend,Fog,0,1133,22,4,Medium
19,Weekend,Clear,1,1997,39,1,High
16,Weekday,Rain,1,733,14,3,Medium
8,Weekend,Fog,1,1890,37,2,High
6,Weekday,Clear,1,2036,40,3,High
6,Weekday,Clear,1,2303,46,4,High
10,Weekend,Rain,1,2364,47,1,High
16,Weekend,Fog,0,369,7,3,Low
9,Weekend,Rain,1,1656,33,4,High
3,Weekend,Fog,1,1252,25,4,Medium
0,Weekday,Clear,0,486,9,1,Low
18,Weekday,Clear,1,1482,29,1,Medium
22,Weekend,Rain,0,636,12,3,Low
13,Weekend,Clear,1,1019,20,4,Medium
1,Weekday,Clear,1,996,19,4,Medium
15,Weekend,Clear,1,1585,31,4,High
10,Weekend,Rain,1,1987,39,4,High
3,Weekday,Clear,1,710,14,3,Medium
17,Weekday,Rain,0,1149,22,4,Medium
3,Weekday,Fog,1,752,15,4,Medium
6,Weekend,Clear,1,2315,46,4,High
9,Weekend,Fog,0,1402,28,1,Medium
11,Weekend,Rain,1,1339,26,1,Medium
4,Weekday,Rain,0,682,13,1,Low
15,Weekend,Clear,1,1044,20,4,Medium
3,Weekend,Rain,1,1414,28,1,Medium
1,Weekend,Clear,1,1406,28,2,Medium
3,Weekday,Rain,1,864,17,1,Medium
7,Weekend,Fog,0,1813,36,3,High
8,Weekday,Rain,0,1434,28,1,Medium
5,Weekend,Clear,1,1430,28,2,Medium
1,Weekday,Fog,0,100,2,2,Low
10,Weekday,Clear,0,1424,28,3,Medium
8,Weekend,Fog,1,2393,47,2,High
9,Weekend,Fog,1,1471,29,1,Medium
1,Weekend,Fog,1,922,18,1,Medium
12,Weekend,Clear,1,1374,27,1,Medium
15,Weekday,Clear,1,789,15,3,Medium
8,Weekday,Rain,0,1252,25,2,Medium
17,Weekend,Rain,1,2100,42,3,High
0,Weekend,Rain,0,709,14,2,Medium
22,Weekday,Rain,0,370,7,3,Low
0,Weekday,Fog,1,616,12,2,Low
16,Weekend,Rain,1,858,17,1,Medium
5,Weekend,Clear,1,1588,31,4,High
11,Weekday,Rain,0,100,2,3,Low
5,Weekday,Rain,1,911,18,2,Medium
6,Weekend,Rain,1,1630,32,3,High
12,Weekday,Fog,0,439,8,3,Low
20,Weekend,Rain,0,1533,30,2,High
2,Weekday,Fog,1,906,18,3,Medium
23,Weekday,Clear,0,401,8,4,Low
20,Weekend,Fog,0,1226,24,3,Medium
20,Weekend,Fog,0,1301,26,4,Medium
12,Weekday,Clear,1,1047,20,1,Medium
9,Weekend,Clear,0,2187,43,1,High
0,Weekend,Fog,1,761,15,3,Medium
4,Weekday,Clear,1,754,15,2,Medium
17,Weekday,Fog,1,1216,24,1,Medium
14,Weekend,Rain,1,1420,28,3,Medium
2,Weekend,Rain,0,739,14,2,Medium
17,Weekend,Rain,0,1695,33,3,High
9,Weekday,Fog,0,1390,27,4,Medium
15,Weekday,Clear,1,1200,24,4,Medium
17,Weekday,Clear,1,1804,36,2,High
21,Weekday,Fog,0,1486,29,3,Medium
14,Weekend,Fog,1,1145,22,3,Medium
14,Weekday,Rain,0,391,7,1,Low
0,Weekend,Clear,0,1232,24,1,Medium
20,Weekend,Rain,0,1626,32,3,High
23,Weekend,Clear,0,854,17,2,Medium
17,Weekday,Clear,0,1911,38,1,High
22,Weekday,Clear,1,1169,23,3,Medium
5,Weekday,Rain,1,802,16,3,Medium
5,Weekend,Fog,1,907,18,3,Medium
7,Weekday,Fog,1,1696,33,2,High
14,Weekend,Fog,0,652,13,4,Low
8,Weekday,Clear,0,1282,25,3,Medium
13,Weekday,Rain,1,829,16,2,Medium
17,Weekday,Clear,1,1718,34,4,High
12,Weekday,Fog,0,100,2,3,Low
6,Weekday,Clear,1,1483,29,1,Medium
2,Weekend,Fog,1,977,19,3,Medium
6,Weekend,Rain,0,2021,40,1,High
20,Weekend,Fog,1,2118,42,1,High
13,Weekday,Clear,0,779,15,3,Medium
11,Weekday,Fog,0,286,5,1,Low
20,Weekday,Clear,0,1097,21,2,Medium
4,Weekday,Clear,0,380,7,1,Low
6,Weekday,Fog,1,1471,29,1,Medium
23,Weekend,Fog,0,607,12,2,Low
11,Weekend,Clear,0,728,14,2,Medium
4,Weekday,Clear,0,336,6,4,Low
17,Weekday,Rain,1,2059,41,3,High
18,Weekday,Clear,0,1412,28,4,Medium
1,Weekend,Clear,1,1518,30,3,High
1,Weekend,Clear,0,905,18,4,Medium
14,Weekend,Clear,0,609,12,2,Low
2,Weekday,Rain,1,837,16,4,Medium
11,Weekend,Clear,1,1643,32,3,High
12,Weekend,Rain,0,368,7,1,Low
7,Weekend,Rain,1,1602,32,4,High
12,Weekend,Rain,0,444,8,3,Low
17,Weekday,Rain,0,956,19,3,Medium
8,Weekend,Fog,1,1525,30,2,High
13,Weekday,Rain,1,885,17,2,Medium
12,Weekend,Rain,0,996,19,2,Medium
10,Weekday,Rain,0,1819,36,2,High
0,Weekday,Clear,0,292,5,1,Low
14,Weekday,Rain,1,647,12,3,Low
1,Weekday,Clear,0,601,12,3,Low
20,Weekday,Clear,0,1668,33,2,High
19,Weekday,Clear,0,1435,28,3,Medium
19,Weekday,Rain,1,2214,44,2,High
15,Weekend,Rain,0,719,14,4,Medium
10,Weekend,Rain,1,1818,36,2,High
1,Weekend,Fog,0,779,15,2,Medium
15,Weekend,Rain,1,940,18,3,Medium
20,Weekday,Fog,0,1430,28,1,Medium
8,Weekend,Clear,0,1365,27,1,Medium
2,Weekend,Fog,0,822,16,3,Medium
11,Weekend,Rain,0,485,9,4,Low
20,Weekday,Clear,0,1245,24,3,Medium
5,Weekend,Rain,0,394,7,2,Low
12,Weekend,Fog,1,931,18,1,Medium
21,Weekday,Rain,0,866,17,1,Medium
9,Weekday,Fog,0,1031,20,4,Medium
0,Weekend,Clear,0,1166,23,2,Medium
23,Weekend,Clear,0,1178,23,1,Medium
2,Weekend,Rain,0,938,18,4,Medium
19,Weekend,Clear,1,2220,44,3,High
1,Weekend,Clear,1,1045,20,2,Medium
6,Weekend,Rain,1,2285,45,1,High
15,Weekday,Fog,1,1043,20,4,Medium
1,Weekend,Rain,0,904,18,1,Medium
22,Weekday,Clear,1,781,15,1,Medium
18,Weekend,Clear,0,1653,33,1,High
8,Weekday,Clear,1,2452,49,1,High
11,Weekend,Rain,0,547,10,4,Low
15,Weekend,Clear,1,1186,23,3,Medium
13,Weekend,Clear,0,1039,20,1,Medium
15,Weekday,Rain,1,670,13,3,Low
21,Weekend,Clear,1,2750,55,1,High
22,Weekday,Clear,0,470,9,4,Low
20,Weekday,Fog,1,1200,24,4,Medium
20,Weekday,Fog,0,1421,28,3,Medium
2,Weekday,Rain,0,286,5,1,Low
10,Weekend,Fog,1,1740,34,4,High
19,Weekend,Rain,1,2469,49,4,High
9,Weekday,Clear,1,1620,32,3,High
0,Weekday,Fog,0,565,11,2,Low
13,Weekend,Fog,1,830,16,2,Medium
0,Weekday,Clear,1,1049,20,3,Medium
14,Weekend,Rain,0,847,16,2,Medium
12,Weekend,Fog,0,494,9,4,Low
20,Weekday,Rain,0,1255,25,3,Medium
22,Weekday,Fog,0,303,6,1,Low
2,Weekday,Fog,0,277,5,1,Low
7,Weekend,Rain,0,1449,28,2,Medium
3,Weekend,Clear,0,1045,20,2,Medium
12,Weekday,Clear,0,844,16,1,Medium
3,Weekday,Fog,0,134,2,2,Low
9,Weekday,Rain,1,1339,26,1,Medium
19,Weekend,Rain,0,1409,28,1,Medium
19,Weekday,Fog,0,1626,32,4,High
16,Weekday,Rain,1,887,17,1,Medium
8,Weekend,Fog,0,1108,22,3,Medium
1,Weekend,Rain,1,1070,21,3,Medium
20,Weekday,Fog,1,1870,37,1,High
1,Weekday,Fog,0,433,8,3,Low
20,Weekday,Rain,1,2234,44,4,High
2,Weekday,Clear,1,1209,24,2,Medium
7,Weekday,Clear,1,2135,42,2,High
2,Weekend,Fog,0,416,8,2,Low
6,Weekday,Fog,1,1909,38,3,High
17,Weekend,Fog,1,2222,44,4,High
15,Weekend,Clear,0,563,11,4,Low
23,Weekday,Fog,1,640,12,3,Low
4,Weekend,Rain,0,721,14,2,Medium
2,Weekday,Rain,1,1014,20,2,Medium
13,Weekend,Rain,1,1296,25,2,Medium
2,Weekend,Fog,0,867,17,4,Medium
16,Weekday,Clear,0,653,13,4,Low
8,Weekend,Clear,1,1914,38,3,High
6,Weekday,Fog,0,1017,20,2,Medium
0,Weekday,Fog,1,960,19,3,Medium
6,Weekday,Fog,1,1618,32,2,High
23,Weekend,Clear,1,992,19,4,Medium
17,Weekend,Fog,1,1836,36,4,High
18,Weekday,Clear,1,1508,30,1,High
19,Weekend,Fog,1,2425,48,4,High
18,Weekend,Clear,1,2109,42,2,High
18,Weekday,Fog,0,1324,26,2,Medium
3,Weekend,Fog,0,357,7,1,Low
22,Weekend,Rain,0,867,17,2,Medium
16,Weekday,Fog,1,547,10,2,Low
19,Weekday,Fog,0,1277,25,4,Medium
14,Weekday,Fog,1,804,16,2,Medium
5,Weekend,Fog,0,499,9,1,Low
9,Weekend,Clear,0,2194,43,2,High
11,Weekday,Clear,1,732,14,2,Medium
8,Weekend,Fog,0,1276,25,2,Medium
3,Weekend,Rain,0,900,18,4,Medium
18,Weekend,Rain,0,1287,25,1,Medium
21,Weekend,Fog,0,1064,21,3,Medium
9,Weekend,Fog,0,1989,39,3,High
11,Weekday,Fog,1,963,19,2,Medium
14,Weekend,Clear,1,1025,20,4,Medium
13,Weekday,Clear,0,472,9,3,Low
7,Weekend,Rain,0,1246,24,2,Medium
19,Weekend,Clear,1,1841,36,2,High
23,Weekend,Rain,1,1309,26,1,Medium
11,Weekday,Clear,1,998,19,1,Medium
14,Weekend,Rain,0,836,16,3,Medium
17,Weekday,Clear,0,1239,24,4,Medium
13,Weekday,Fog,0,622,12,1,Low
15,Weekday,Rain,0,446,8,2,Low
1,Weekend,Clear,1,1612,32,3,High
13,Weekend,Fog,1,950,19,3,Medium
6,Weekend,Rain,1,2501,50,3,High
11,Weekday,Rain,1,648,12,1,Low
6,Weekday,Clear,1,1624,32,2,High
12,Weekday,Rain,1,1031,20,1,Medium
3,Weekday,Fog,0,230,4,4,Low
17,Weekend,Fog,1,1662,33,4,High
15,Weekday,Clear,0,757,15,2,Medium
9,Weekend,Rain,1,1695,33,2,High
15,Weekday,Clear,0,794,15,4,Medium
1,Weekend,Fog,1,713,14,2,Medium
4,Weekday,Rain,0,637,12,4,Low
5,Weekday,Rain,1,1021,20,1,Medium
19,Weekday,Clear,1,2089,41,2,High
12,Weekday,Fog,0,407,8,4,Low
3,Weekday,Rain,1,604,12,1,Low
1,Weekend,Rain,1,1323,26,4,Medium
18,Weekday,Rain,0,1117,22,3,Medium
9,Weekend,Fog,1,1477,29,3,Medium
5,Weekday,Clear,1,1009,20,4,Medium
5,Weekend,Rain,1,1122,22,4,Medium
11,Weekday,Clear,1,975,19,1,Medium
18,Weekend,Clear,1,2233,44,3,High
19,Weekday,Rain,1,1905,38,1,High
7,Weekday,Clear,0,1350,27,2,Medium
20,Weekday,Fog,0,910,18,1,Medium
9,Weekend,Rain,0,1596,31,4,High
3,Weekday,Rain,1,703,14,4,Medium
21,Weekday,Fog,0,1692,33,1,High
10,Weekday,Rain,1,2118,42,3,High
0,Weekday,Rain,1,646,12,1,Low
2,Weekend,Rain,0,846,16,3,Medium
23,Weekend,Rain,1,1143,22,1,Medium
15,Weekend,Fog,0,462,9,2,Low
5,Weekday,Fog,1,593,11,3,Low
18,Weekend,Rain,0,1323,26,1,Medium
3,Weekend,Clear,1,1528,30,4,High
14,Weekday,Rain,0,159,3,4,Low
17,Weekend,Rain,1,2449,48,1,High
14,Weekday,Fog,1,1016,20,3,Medium
14,Weekday,Clear,0,511,10,3,Low
3,Weekend,Rain,0,898,17,4,Medium
4,Weekday,Clear,0,269,5,4,Low
8,Weekday,Fog,1,1305,26,1,Medium
19,Weekday,Clear,0,1920,38,3,High
16,Weekend,Fog,1,1178,23,1,Medium
9,Weekend,Clear,1,1866,37,1,High
13,Weekend,Fog,0,855,17,4,Medium
11,Weekend,Rain,0,747,14,3,Medium
13,Weekday,Fog,1,1043,20,3,Medium
6,Weekend,Clear,0,2204,44,2,High
7,Weekend,Fog,1,1857,37,4,High
23,Weekend,Fog,1,845,16,1,Medium
23,Weekday,Clear,1,1344,26,1,Medium
18,Weekday,Clear,0,1848,36,3,High
4,Weekend,Fog,1,1084,21,3,Medium
8,Weekend,Clear,1,1756,35,2,High
18,Weekday,Fog,1,1888,37,1,High
9,Weekend,Fog,1,1983,39,3,High
21,Weekend,Fog,1,1949,38,2,High
11,Weekend,Fog,0,721,14,1,Medium
7,Weekend,Clear,1,2293,45,4,High
15,Weekday,Clear,0,687,13,2,Low
10,Weekday,Rain,0,1251,25,1,Medium
16,Weekend,Fog,0,285,5,4,Low
20,Weekday,Clear,0,1553,31,4,High
14,Weekday,Rain,1,689,13,1,Low
1,Weekend,Clear,0,1122,22,4,Medium
18,Weekend,Rain,1,2007,40,3,High
17,Weekday,Rain,1,2103,42,2,High
12,Weekday,Clear,0,270,5,4,Low
0,Weekend,Rain,0,484,9,1,Low
21,Weekday,Clear,1,1783,35,2,High
0,Weekend,Clear,1,1131,22,1,Medium
2,Weekend,Clear,0,734,14,4,Medium
5,Weekday,Clear,0,572,11,2,Low
23,Weekday,Rain,1,1075,21,3,Medium
16,Weekend,Fog,0,787,15,4,Medium
10,Weekend,Clear,1,1965,39,2,High
17,Weekday,Clear,1,2077,41,3,High
10,Weekend,Fog,0,1446,28,4,Medium
0,Weekend,Rain,0,405,8,4,Low
21,Weekend,Fog,1,1730,34,3,High
12,Weekday,Clear,0,908,18,1,Medium
11,Weekend,Clear,1,1365,27,3,Medium
12,Weekday,Fog,1,416,8,2,Low
23,Weekday,Rain,1,932,18,2,Medium
10,Weekday,Fog,1,2032,40,1,High
2,Weekend,Fog,0,593,11,3,Low
9,Weekday,Rain,0,1525,30,1,High
12,Weekend,Rain,1,1203,24,2,Medium
18,Weekday,Fog,0,981,19,1,Medium
20,Weekend,Clear,1,1818,36,1,High
12,Weekday,Clear,1,1288,25,3,Medium
23,Weekend,Clear,1,1006,20,2,Medium
22,Weekday,Clear,1,860,17,3,Medium
19,Weekend,Fog,0,1179,23,1,Medium
1,Weekend,Clear,1,1164,23,3,Medium
6,Weekend,Rain,0,1348,26,4,Medium
1,Weekend,Fog,1,1099,21,1,Medium
3,Weekday,Clear,1,1042,20,3,Medium
14,Weekend,Fog,0,271,5,4,Low
18,Weekend,Fog,1,1605,32,4,High
20,Weekend,Rain,0,1382,27,1,Medium
10,Weekend,Clear,1,2428,48,4,High
7,Weekend,Rain,1,2245,44,4,High
11,Weekday,Rain,1,530,10,2,Low
15,Weekend,Fog,0,814,16,1,Medium
21,Weekday,Clear,0,1589,31,4,High
1,Weekend,Clear,1,1008,20,2,Medium
14,Weekday,Fog,1,440,8,1,Low
11,Weekend,Clear,0,1183,23,2,Medium
18,Weekend,Clear,0,1440,28,4,Medium
7,Weekday,Clear,1,1464,29,2,Medium
21,Weekday,Clear,1,1665,33,1,High
18,Weekend,Rain,1,2186,43,3,High
22,Weekday,Clear,1,1053,21,3,Medium
20,Weekday,Rain,1,2049,40,1,High
13,Weekend,Fog,0,592,11,3,Low
14,Weekend,Clear,0,555,11,3,Low
11,Weekend,Rain,0,546,10,2,Low
8,Weekend,Rain,0,1194,23,2,Medium
6,Weekend,Clear,0,1677,33,4,High
13,Weekend,Rain,0,940,18,1,Medium
4,Weekend,Rain,0,712,14,2,Medium
0,Weekday,Clear,0,742,14,4,Medium
10,Weekday,Fog,0,964,19,1,Medium
21,Weekend,Rain,1,1891,37,1,High
6,Weekday,Fog,1,1310,26,4,Medium
6,Weekend,Clear,1,1838,36,3,High
1,Weekend,Rain,0,561,11,2,Low
16,Weekday,Fog,1,723,14,3,Medium
16,Weekend,Rain,1,888,17,4,Medium
5,Weekday,Fog,0,122,2,1,Low
4,Weekend,Rain,0,780,15,4,Medium
2,Weekend,Clear,0,839,16,2,Medium
23,Weekday,Clear,0,352,7,2,Low
4,Weekend,Fog,0,613,12,2,Low
10,Weekend,Fog,0,1857,37,3,High
22,Weekend,Clear,1,1568,31,4,High
7,Weekday,Clear,0,1454,29,1,Medium
10,Weekend,Clear,0,1969,39,2,High
22,Weekday,Clear,1,675,13,4,Low
17,Weekday,Clear,1,2079,41,1,High
15,Weekend,Clear,0,835,16,4,Medium
4,Weekday,Fog,0,121,2,1,Low
6,Weekday,Clear,1,1716,34,2,High
11,Weekend,Clear,1,1440,28,1,Medium
9,Weekend,Clear,0,2290,45,2,High
2,Weekday,Clear,0,806,16,3,Medium
23,Weekend,Clear,1,1498,29,4,Medium
18,Weekend,Fog,1,1931,38,4,High
17,Weekday,Clear,0,1980,39,1,High
9,Weekend,Rain,0,1553,31,3,High
3,Weekend,Rain,0,639,12,1,Low
0,Weekday,Clear,1,1281,25,3,Medium
2,Weekday,Clear,0,626,12,3,Low
13,Weekday,Fog,0,144,2,1,Low
5,Weekend,Clear,0,885,17,3,Medium
17,Weekday,Clear,0,1948,38,2,High
23,Weekday,Clear,0,729,14,2,Medium
13,Weekday,Clear,0,626,12,2,Low
8,Weekday,Clear,0,2008,40,2,High
4,Weekend,Clear,1,1206,24,1,Medium
16,Weekend,Clear,0,881,17,3,Medium
23,Weekday,Fog,1,946,18,1,Medium
15,Weekend,Clear,1,1426,28,4,Medium
0,Weekend,Rain,1,757,15,1,Medium
10,Weekday,Clear,0,1772,35,2,High
9,Weekday,Rain,1,1839,36,2,High
21,Weekday,Fog,0,880,17,4,Medium
20,Weekday,Clear,1,2154,43,1,High
12,Weekend,Fog,0,544,10,1,Low
19,Weekend,Clear,0,2115,42,4,High
13,Weekday,Rain,0,459,9,3,Low
0,Weekend,Fog,0,447,8,4,Low
13,Weekend,Rain,1,1014,20,4,Medium
3,Weekday,Rain,1,1138,22,4,Medium
18,Weekday,Fog,1,1672,33,2,High
11,Weekend,Rain,0,579,11,1,Low
16,Weekend,Fog,1,676,13,3,Low
17,Weekday,Rain,1,1596,31,3,High
19,Weekday,Fog,1,1393,27,4,Medium
0,Weekday,Rain,1,916,18,3,Medium
17,Weekend,Rain,0,1639,32,4,High
19,Weekday,Rain,0,1077,21,1,Medium
23,Weekend,Fog,1,658,13,4,Low
23,Weekend,Fog,0,489,9,3,Low
17,Weekday,Clear,1,1484,29,2,Medium
14,Weekend,Clear,0,1057,21,4,Medium
12,Weekend,Rain,1,1126,22,4,Medium
10,Weekend,Rain,1,2155,43,4,High
11,Weekend,Fog,1,1238,24,4,Medium
12,Weekend,Clear,0,827,16,2,Medium
13,Weekday,Fog,0,100,2,4,Low
12,Weekend,Fog,0,578,11,1,Low
21,Weekday,Rain,0,1400,28,1,Medium
19,Weekend,Clear,0,1764,35,2,High
6,Weekday,Clear,1,2164,43,4,High
18,Weekday,Rain,1,1378,27,4,Medium
16,Weekend,Clear,1,1253,25,3,Medium
18,Weekend,Fog,1,2205,44,3,High
12,Weekend,Clear,1,1383,27,3,Medium
17,Weekend,Clear,0,2285,45,3,High
16,Weekend,Clear,0,601,12,1,Low
7,Weekend,Rain,0,1702,34,4,High
8,Weekday,Clear,0,1242,24,3,Medium
5,Weekday,Rain,1,923,18,2,Medium
23,Weekend,Clear,1,1477,29,3,Medium
23,Weekend,Clear,0,565,11,3,Low
5,Weekday,Fog,1,558,11,4,Low
7,Weekend,Fog,0,1776,35,4,High
18,Weekend,Fog,1,1716,34,2,High
16,Weekday,Clear,1,988,19,4,Medium
1,Weekday,Fog,1,943,18,3,Medium
8,Weekend,Fog,1,2224,44,4,High
13,Weekend,Clear,1,1351,27,3,Medium
1,Weekday,Clear,1,1224,24,3,Medium
17,Weekday,Rain,1,2152,43,1,High
21,Weekend,Fog,1,2311,46,1,High
8,Weekend,Fog,0,1622,32,2,High
14,Weekday,Fog,1,808,16,4,Medium
20,Weekend,Fog,0,1376,27,3,Medium
0,Weekend,Clear,0,632,12,3,Low
18,Weekday,Fog,1,2048,40,4,High
15,Weekday,Rain,1,804,16,1,Medium
0,Weekday,Rain,0,455,9,3,Low
19,Weekday,Rain,0,1500,30,2,Medium
0,Weekend,Rain,0,811,16,4,Medium
12,Weekday,Rain,1,1089,21,4,Medium
13,Weekday,Clear,0,326,6,1,Low
18,Weekday,Fog,0,1413,28,3,Medium
0,Weekend,Clear,0,742,14,3,Medium
19,Weekday,Fog,0,1517,30,4,High
0,Weekday,Clear,0,808,16,3,Medium
13,Weekend,Clear,0,660,13,1,Low
11,Weekday,Rain,1,961,19,1,Medium
13,Weekday,Clear,0,569,11,2,Low
7,Weekday,Clear,1,2034,40,3,High
5,Weekday,Fog,0,315,6,1,Low
6,Weekday,Rain,0,1301,26,3,Medium
13,Weekend,Rain,0,546,10,2,Low
2,Weekend,Rain,1,802,16,4,Medium
21,Weekday,Rain,1,1918,38,4,High
1,Weekend,Fog,0,803,16,2,Medium
20,Weekend,Clear,0,1525,30,1,High
21,Weekend,Clear,1,2388,47,2,High
10,Weekend,Fog,1,2438,48,2,High
18,Weekend,Fog,0,1763,35,2,High
10,Weekend,Clear,1,2624,52,4,High
2,Weekday,Rain,0,100,2,2,Low
7,Weekday,Fog,0,1640,32,3,High
