time,day_type,weather,event_day,passengers,flight_count,avg_luggage,crowd
23,Weekday,Fog,0,298,5,4,Low
11,Weekend,Clear,1,929,18,2,Medium
6,Weekend,Fog,1,1419,28,1,Medium
4,Weekend,Clear,1,1259,25,4,Medium
11,Weekend,Clear,1,1528,30,3,High
18,Weekday,Rain,1,1663,33,3,High
13,Weekend,Clear,1,959,19,3,Medium
19,Weekend,Fog,1,1519,30,2,High
22,Weekend,Fog,1,900,18,4,Medium
2,Weekend,Fog,0,893,17,1,Medium
13,Weekday,Clear,1,1243,24,4,Medium
12,Weekday,Fog,1,589,11,4,Low
17,Weekday,Fog,0,1365,27,4,Medium
1,Weekday,Rain,1,674,13,1,Low
12,Weekday,Rain,1,733,14,1,Medium
3,Weekend,Clear,0,710,14,3,Medium
11,Weekday,Clear,1,715,14,1,Medium
0,Weekday,Fog,0,151,3,3,Low
5,Weekend,Fog,0,407,8,1,Low
22,Weekday,Clear,1,958,19,4,Medium
6,Weekend,Clear,1,1802,36,3,High
5,Weekend,Rain,0,641,12,3,Low
10,Weekday,Rain,1,1325,26,2,Medium
19,Weekend,Rain,1,2435,48,3,High
3,Weekday,Rain,1,1083,21,4,Medium
7,Weekday,Clear,1,1413,28,1,Medium
2,Weekend,Clear,0,1111,22,2,Medium
13,Weekday,Fog,0,100,2,3,Low
0,Weekend,Clear,1,1450,29,4,Medium
18,Weekend,Fog,0,1213,24,3,Medium
23,Weekday,Fog,0,100,2,4,Low
19,Weekend,Rain,1,2312,46,1,High
1,Weekday,Rain,0,271,5,2,Low
2,Weekday,Rain,0,562,11,1,Low
9,Weekend,Clear,0,1366,27,4,Medium
14,Weekday,Fog,0,100,2,2,Low
4,Weekend,Rain,1,1022,20,3,Medium
23,Weekend,Clear,1,1136,22,2,Medium
6,Weekday,Fog,0,852,17,3,Medium
15,Weekend,Clear,1,1259,25,1,Medium
13,Weekday,Clear,1,1192,23,1,Medium
11,Weekend,Fog,0,254,5,3,Low
17,Weekday,Fog,0,1535,30,4,High
5,Weekday,Clear,0,817,16,2,Medium
10,Weekend,Clear,1,1748,34,3,High
9,Weekday,Clear,0,1944,38,1,High
5,Weekday,Fog,1,518,10,2,Low
1,Weekday,Fog,0,340,6,1,Low
0,Weekday,Fog,1,966,19,3,Medium
4,Weekend,Clear,1,1446,28,2,Medium
13,Weekend,Rain,1,1004,20,4,Medium
21,Weekend,Rain,1,2119,42,4,High
10,Weekend,Rain,1,1925,38,2,High
15,Weekday,Fog,0,337,6,1,Low
19,Weekend,Fog,1,1738,34,4,High
1,Weekday,Rain,1,554,11,4,Low
9,Weekend,Rain,1,2049,40,2,High
16,Weekday,Fog,1,492,9,2,Low
7,Weekend,Rain,1,1938,38,1,High
17,Weekend,Rain,0,1769,35,4,High
20,Weekday,Fog,0,1070,21,4,Medium
7,Weekend,Fog,1,1659,33,1,High
21,Weekday,Rain,0,1235,24,3,Medium
3,Weekend,Fog,0,669,13,2,Low
20,Weekend,Clear,0,1869,37,1,High
13,Weekend,Rain,0,461,9,3,Low
20,Weekend,Fog,0,1710,34,3,High
17,Weekday,Fog,1,1535,30,2,High
4,Weekend,Fog,1,783,15,1,Medium
14,Weekend,Clear,1,1548,30,3,High
20,Weekend,Clear,1,2294,45,3,High
8,Weekend,Rain,0,1762,35,2,High
6,Weekday,Clear,1,1673,33,2,High
3,Weekend,Fog,0,863,17,2,Medium
0,Weekday,Fog,0,402,8,1,Low
5,Weekend,Rain,0,355,7,4,Low
6,Weekday,Rain,1,1272,25,4,Medium
12,Weekday,Rain,1,586,11,1,Low
2,Weekend,Clear,0,873,17,3,Medium
0,Weekday,Rain,0,299,5,4,Low
21,Weekday,Fog,0,1346,26,2,Medium
2,Weekday,Fog,0,100,2,4,Low
10,Weekend,Clear,1,2313,46,3,High
18,Weekend,Rain,1,2311,46,2,High
3,Weekend,Rain,1,1139,22,2,Medium
13,Weekday,Fog,1,918,18,1,Medium
22,Weekend,Clear,0,541,10,2,Low
13,Weekday,Rain,1,929,18,3,Medium
14,Weekend,Fog,1,770,15,1,Medium
20,Weekend,Clear,0,1817,36,1,High
19,Weekday,Fog,1,1213,24,2,Medium
20,Weekday,Rain,1,1230,24,4,Medium
18,Weekday,Fog,0,1081,21,2,Medium
16,Weekday,Clear,1,689,13,4,Low
2,Weekend,Clear,1,987,19,3,Medium
5,Weekday,Fog,0,305,6,1,Low
17,Weekend,Clear,0,2122,42,1,High
20,Weekend,Fog,1,1729,34,1,High
22,Weekday,Rain,0,618,12,1,Low
22,Weekend,Fog,1,1227,24,3,Medium
5,Weekday,Clear,1,1212,24,2,Medium
19,Weekday,Clear,0,1521,30,3,High
1,Weekday,Fog,0,427,8,2,Low
8,Weekend,Rain,1,1840,36,3,High
16,Weekend,Clear,1,1453,29,1,Medium
11,Weekday,Rain,1,706,14,3,Medium
22,Weekday,Rain,1,794,15,1,Medium
15,Weekend,Rain,0,689,13,3,Low
7,Weekday,Rain,1,2008,40,3,High
9,Weekend,Fog,0,1166,23,1,Medium
5,Weekend,Clear,0,1038,20,2,Medium
5,Weekend,Clear,0,957,19,3,Medium
20,Weekend,Fog,0,1721,34,1,High
19,Weekend,Clear,1,2639,52,3,High
20,Weekday,Rain,1,1668,33,2,High
17,Weekday,Rain,0,1535,30,4,High
15,Weekday,Fog,1,411,8,4,Low
4,Weekday,Rain,0,656,13,2,Low
5,Weekend,Rain,1,947,18,4,Medium
6,Weekday,Clear,1,1710,34,4,High
0,Weekend,Clear,0,891,17,3,Medium
17,Weekend,Clear,1,2666,53,1,High
16,Weekday,Fog,0,331,6,1,Low
14,Weekend,Rain,0,499,9,4,Low
18,Weekday,Rain,1,1327,26,4,Medium
2,Weekday,Clear,0,572,11,1,Low
2,Weekday,Fog,1,545,10,2,Low
2,Weekday,Fog,1,681,13,1,Low
9,Weekday,Rain,1,1313,26,1,Medium
19,Weekday,Fog,0,1521,30,1,High
5,Weekday,Fog,0,100,2,1,Low
6,Weekend,Clear,1,2387,47,4,High
14,Weekend,Fog,1,1032,20,4,Medium
18,Weekday,Clear,0,1469,29,3,Medium
15,Weekday,Clear,1,1281,25,4,Medium
11,Weekday,Fog,0,329,6,1,Low
20,Weekend,Rain,0,1292,25,4,Medium
19,Weekday,Clear,1,1587,31,1,High
5,Weekend,Fog,1,669,13,3,Low
11,Weekday,Fog,0,396,7,2,Low
11,Weekend,Clear,0,1036,20,2,Medium
7,Weekend,Rain,0,1399,27,4,Medium
7,Weekday,Rain,0,1407,28,4,Medium
6,Weekday,Fog,0,1615,32,2,High
11,Weekend,Clear,0,846,16,4,Medium
8,Weekday,Rain,1,2126,42,2,High
1,Weekend,Fog,0,480,9,1,Low
2,Weekend,Fog,0,730,14,2,Medium
7,Weekend,Rain,1,2020,40,2,High
15,Weekday,Rain,1,1076,21,3,Medium
13,Weekend,Clear,0,880,17,2,Medium
13,Weekday,Fog,1,576,11,3,Low
22,Weekday,Fog,0,383,7,1,Low
20,Weekday,Clear,0,1466,29,1,Medium
12,Weekday,Clear,1,791,15,1,Medium
6,Weekday,Fog,0,1027,20,3,Medium
16,Weekend,Rain,1,752,15,4,Medium
20,Weekend,Clear,1,1987,39,1,High
12,Weekend,Rain,0,860,17,2,Medium
2,Weekend,Clear,0,1110,22,2,Medium
9,Weekend,Clear,0,2056,41,3,High
18,Weekend,Fog,0,1413,28,1,Medium
15,Weekend,Clear,0,792,15,2,Medium
6,Weekday,Rain,0,1354,27,1,Medium
2,Weekend,Fog,1,749,14,4,Medium
0,Weekday,Rain,0,692,13,4,Low
8,Weekday,Clear,1,1688,33,4,High
1,Weekday,Clear,1,1072,21,3,Medium
22,Weekend,Clear,0,577,11,1,Low
22,Weekday,Clear,0,686,13,1,Low
21,Weekday,Fog,0,1583,31,1,High
0,Weekend,Fog,1,775,15,3,Medium
12,Weekday,Rain,1,875,17,2,Medium
19,Weekend,Fog,0,1201,24,2,Medium
20,Weekend,Fog,0,1501,30,3,High
20,Weekday,Rain,1,1567,31,2,High
16,Weekday,Fog,1,624,12,4,Low
1,Weekday,Clear,1,1167,23,2,Medium
20,Weekday,Clear,1,2062,41,4,High
12,Weekday,Fog,0,100,2,1,Low
4,Weekend,Fog,1,877,17,4,Medium
10,Weekday,Fog,1,1424,28,2,Medium
21,Weekend,Fog,0,1770,35,4,High
17,Weekday,Fog,0,1010,20,3,Medium
23,Weekend,Fog,0,816,16,4,Medium
9,Weekend,Rain,1,2128,42,3,High
0,Weekday,Clear,0,669,13,3,Low
11,Weekend,Rain,0,925,18,2,Medium
7,Weekday,Clear,1,1412,28,2,Medium
18,Weekend,Rain,1,2423,48,3,High
20,Weekend,Fog,0,1670,33,4,High
6,Weekday,Clear,0,1168,23,1,Medium
13,Weekday,Clear,1,717,14,1,Medium
11,Weekend,Clear,0,532,10,3,Low
1,Weekday,Clear,0,400,8,1,Low
7,Weekend,Fog,0,1568,31,3,High
11,Weekday,Fog,0,570,11,4,Low
1,Weekday,Fog,1,466,9,2,Low
4,Weekday,Fog,1,465,9,3,Low
9,Weekday,Rain,0,1429,28,2,Medium
11,Weekend,Fog,1,651,13,2,Low
1,Weekend,Rain,0,321,6,1,Low
11,Weekend,Fog,1,748,14,2,Medium
4,Weekday,Rain,0,519,10,4,Low
17,Weekday,Rain,1,1356,27,3,Medium
22,Weekend,Fog,0,757,15,1,Medium
19,Weekend,Fog,1,2135,42,2,High
22,Weekday,Fog,1,801,16,4,Medium
11,Weekday,Fog,0,100,2,2,Low
0,Weekday,Clear,0,301,6,3,Low
1,Weekday,Rain,1,816,16,3,Medium
19,Weekday,Clear,0,1564,31,4,High
22,Weekend,Clear,1,1572,31,2,High
12,Weekend,Clear,1,1006,20,3,Medium
22,Weekday,Rain,1,589,11,4,Low
15,Weekend,Rain,0,776,15,3,Medium
22,Weekend,Rain,1,972,19,3,Medium
3,Weekday,Fog,1,760,15,1,Medium
15,Weekend,Fog,0,295,5,2,Low
23,Weekday,Clear,0,210,4,4,Low
12,Weekend,Clear,1,1602,32,1,High
16,Weekday,Clear,0,391,7,3,Low
22,Weekend,Clear,1,1066,21,2,Medium
0,Weekday,Fog,1,475,9,3,Low
6,Weekday,Fog,1,1699,33,1,High
1,Weekend,Fog,1,824,16,3,Medium
4,Weekend,Rain,1,1170,23,2,Medium
16,Weekday,Fog,0,100,2,3,Low
11,Weekend,Clear,1,1374,27,3,Medium
19,Weekend,Clear,1,2448,48,1,High
18,Weekend,Clear,1,1841,36,4,High
16,Weekday,Rain,0,585,11,1,Low
1,Weekday,Clear,1,1133,22,4,Medium
4,Weekend,Fog,1,1133,22,1,Medium
0,Weekend,Fog,0,359,7,2,Low
23,Weekend,Fog,0,222,4,4,Low
10,Weekday,Fog,0,968,19,1,Medium
8,Weekday,Clear,1,1592,31,3,High
7,Weekend,Fog,1,2044,40,1,High
10,Weekend,Rain,0,1302,26,4,Medium
17,Weekend,Clear,0,2264,45,1,High
10,Weekend,Rain,1,1761,35,3,High
8,Weekend,Clear,0,1851,37,4,High
10,Weekend,Rain,0,1178,23,2,Medium
19,Weekday,Clear,1,1669,33,1,High
16,Weekday,Fog,1,787,15,1,Medium
0,Weekday,Clear,1,669,13,4,Low
1,Weekday,Rain,1,816,16,3,Medium
20,Weekday,Clear,1,1848,36,3,High
5,Weekend,Rain,1,1315,26,2,Medium
15,Weekday,Clear,1,920,18,1,Medium
22,Weekday,Clear,1,1040,20,1,Medium
14,Weekday,Fog,1,311,6,2,Low
14,Weekend,Clear,1,1427,28,2,Medium
23,Weekend,Clear,0,600,12,1,Low
2,Weekend,Fog,0,569,11,1,Low
23,Weekday,Clear,1,675,13,3,Low
17,Weekday,Rain,0,1758,35,3,High
7,Weekday,Fog,1,1875,37,4,High
23,Weekday,Fog,0,448,8,1,Low
7,Weekday,Rain,0,869,17,1,Medium
18,Weekday,Clear,1,2273,45,4,High
10,Weekend,Fog,1,1979,39,4,High
11,Weekday,Fog,1,783,15,4,Medium
11,Weekday,Clear,0,649,12,3,Low
4,Weekend,Rain,1,1314,26,2,Medium
15,Weekend,Clear,1,1140,22,4,Medium
17,Weekend,Clear,0,1725,34,4,High
11,Weekday,Fog,0,144,2,2,Low
15,Weekday,Rain,1,1021,20,1,Medium
12,Weekday,Rain,1,533,10,1,Low
21,Weekday,Fog,1,1305,26,2,Medium
3,Weekday,Fog,0,100,2,1,Low
9,Weekday,Rain,1,2186,43,2,High
0,Weekend,Fog,1,886,17,2,Medium
16,Weekend,Rain,0,510,10,1,Low
17,Weekend,Clear,0,1316,26,2,Medium
15,Weekend,Clear,1,920,18,1,Medium
21,Weekend,Fog,1,1685,33,3,High
19,Weekday,Rain,0,1201,24,1,Medium
0,Weekend,Clear,0,991,19,4,Medium
8,Weekend,Clear,1,2686,53,3,High
14,Weekday,Fog,0,268,5,3,Low
5,Weekend,Rain,0,523,10,3,Low
21,Weekday,Clear,1,1426,28,2,Medium
14,Weekend,Rain,1,1171,23,3,Medium
11,Weekend,Rain,0,843,16,4,Medium
17,Weekday,Fog,0,1067,21,4,Medium
1,Weekend,Clear,1,1524,30,4,High
5,Weekday,Fog,1,406,8,3,Low
4,Weekend,Fog,0,469,9,1,Low
21,Weekend,Rain,0,1195,23,2,Medium
10,Weekend,Fog,1,1962,39,1,High
7,Weekday,Clear,0,1933,38,3,High
1,Weekday,Clear,1,682,13,4,Low
5,Weekday,Rain,0,691,13,1,Low
15,Weekday,Clear,0,265,5,1,Low
22,Weekend,Clear,0,1052,21,4,Medium
6,Weekend,Fog,1,2033,40,4,High
1,Weekend,Clear,0,971,19,3,Medium
14,Weekday,Clear,0,825,16,4,Medium
0,Weekend,Rain,1,1304,26,2,Medium
2,Weekday,Rain,0,551,11,4,Low
12,Weekday,Rain,1,849,16,1,Medium
11,Weekday,Rain,1,663,13,3,Low
5,Weekday,Rain,1,595,11,4,Low
11,Weekday,Fog,1,790,15,2,Medium
22,Weekend,Rain,1,1397,27,2,Medium
9,Weekend,Clear,1,1853,37,3,High
16,Weekend,Clear,0,849,16,4,Medium
11,Weekend,Clear,0,775,15,2,Medium
9,Weekend,Clear,1,2374,47,4,High
3,Weekday,Clear,1,1090,21,1,Medium
4,Weekend,Fog,0,351,7,4,Low
5,Weekday,Rain,1,1012,20,3,Medium
9,Weekday,Clear,0,1700,34,4,High
5,Weekend,Rain,0,531,10,3,Low
12,Weekend,Fog,0,587,11,3,Low
17,Weekday,Clear,1,2236,44,1,High
22,Weekday,Clear,0,799,15,1,Medium
20,Weekend,Clear,1,2463,49,2,High
11,Weekend,Rain,1,948,18,4,Medium
4,Weekday,Rain,1,418,8,1,Low
4,Weekday,Clear,0,770,15,4,Medium
18,Weekday,Clear,1,2178,43,3,High
14,Weekend,Rain,1,938,18,4,Medium
22,Weekday,Clear,0,789,15,4,Medium
5,Weekend,Clear,0,767,15,1,Medium
16,Weekend,Clear,1,1039,20,3,Medium
11,Weekend,Clear,0,1146,22,1,Medium
7,Weekday,Clear,1,2273,45,2,High
21,Weekday,Rain,1,1510,30,4,High
14,Weekday,Fog,1,406,8,4,Low
1,Weekend,Clear,0,806,16,4,Medium
12,Weekend,Rain,1,903,18,4,Medium
8,Weekday,Rain,0,1354,27,2,Medium
3,Weekday,Fog,1,690,13,4,Low
3,Weekday,Fog,0,100,2,3,Low
18,Weekend,Fog,1,1904,38,3,High
12,Weekend,Clear,1,1133,22,4,Medium
20,Weekend,Fog,1,1762,35,2,High
14,Weekday,Fog,1,361,7,4,Low
10,Weekend,Clear,0,2065,41,3,High
18,Weekday,Clear,1,1567,31,1,High
22,Weekday,Rain,1,842,16,1,Medium
18,Weekday,Fog,1,1127,22,2,Medium
9,Weekend,Rain,0,1122,22,3,Medium
23,Weekend,Rain,1,1295,25,2,Medium
21,Weekday,Fog,0,1357,27,3,Medium
10,Weekday,Fog,1,2071,41,1,High
18,Weekday,Rain,1,1870,37,2,High
0,Weekday,Fog,1,730,14,3,Medium
6,Weekday,Clear,1,1892,37,4,High
0,Weekend,Rain,0,889,17,3,Medium
11,Weekend,Clear,1,1366,27,1,Medium
12,Weekend,Clear,0,530,10,4,Low
19,Weekend,Clear,1,1840,36,1,High
21,Weekday,Rain,0,1758,35,2,High
20,Weekend,Fog,1,1595,31,3,High
21,Weekend,Clear,0,2248,44,2,High
16,Weekend,Clear,0,703,14,3,Medium
2,Weekend,Fog,0,316,6,3,Low
1,Weekend,Rain,1,875,17,1,Medium
16,Weekend,Clear,1,1452,29,3,Medium
14,Weekday,Clear,0,351,7,4,Low
12,Weekend,Fog,1,766,15,2,Medium
14,Weekend,Clear,0,531,10,1,Low
9,Weekend,Fog,0,1394,27,4,Medium
13,Weekend,Clear,0,689,13,1,Low
2,Weekend,Fog,1,647,12,1,Low
4,Weekday,Clear,0,637,12,2,Low
10,Weekend,Clear,1,2386,47,1,High
14,Weekend,Rain,0,387,7,4,Low
3,Weekend,Clear,1,1313,26,2,Medium
18,Weekend,Fog,1,2275,45,3,High
20,Weekend,Fog,0,1133,22,4,Medium
6,Weekend,Clear,1,2392,47,4,High
1,Weekday,Fog,1,941,18,4,Medium
1,Weekend,Rain,0,805,16,2,Medium
19,Weekend,Clear,0,1544,30,4,High
0,Weekday,Fog,0,208,4,3,Low
7,Weekday,Fog,0,1081,21,1,Medium
3,Weekend,Clear,0,1071,21,1,Medium
22,Weekend,Fog,0,729,14,2,Medium
0,Weekday,Rain,0,255,5,2,Low
12,Weekday,Rain,0,470,9,3,Low
10,Weekday,Rain,1,1728,34,4,High
21,Weekend,Fog,1,1781,35,1,High
23,Weekend,Rain,1,925,18,4,Medium
20,Weekend,Clear,0,2056,41,4,High
19,Weekday,Fog,1,1146,22,3,Medium
1,Weekend,Fog,1,727,14,2,Medium
14,Weekend,Rain,1,1371,27,2,Medium
3,Weekday,Rain,1,1028,20,2,Medium
21,Weekday,Rain,0,965,19,2,Medium
21,Weekend,Clear,0,2153,43,3,High
6,Weekend,Fog,1,2118,42,4,High
3,Weekday,Rain,1,961,19,4,Medium
22,Weekday,Clear,1,931,18,3,Medium
10,Weekend,Rain,1,2160,43,3,High
5,Weekend,Clear,1,968,19,2,Medium
18,Weekend,Clear,1,1758,35,4,High
20,Weekend,Rain,0,1437,28,3,Medium
2,Weekend,Fog,1,1015,20,2,Medium
4,Weekday,Rain,1,581,11,2,Low
1,Weekend,Rain,1,906,18,1,Medium
11,Weekday,Clear,1,895,17,3,Medium
16,Weekday,Fog,1,562,11,1,Low
3,Weekday,Clear,1,913,18,4,Medium
14,Weekday,Clear,0,555,11,2,Low
21,Weekday,Fog,1,2068,41,2,High
1,Weekday,Clear,1,1142,22,1,Medium
0,Weekday,Rain,0,222,4,4,Low
5,Weekday,Rain,0,365,7,2,Low
0,Weekend,Rain,0,946,18,3,Medium
7,Weekday,Rain,0,1195,23,2,Medium
8,Weekend,Rain,0,1761,35,1,High
23,Weekday,Clear,0,883,17,2,Medium
19,Weekday,Clear,0,1946,38,3,High
15,Weekday,Clear,0,235,4,4,Low
9,Weekday,Clear,0,1262,25,2,Medium
20,Weekend,Rain,1,2062,41,1,High
23,Weekday,Clear,0,745,14,4,Medium
0,Weekday,Clear,0,898,17,1,Medium
20,Weekend,Rain,1,2209,44,1,High
16,Weekend,Fog,0,896,17,1,Medium
20,Weekend,Clear,0,1894,37,1,High
0,Weekday,Rain,1,680,13,3,Low
7,Weekend,Fog,1,1486,29,1,Medium
9,Weekend,Clear,0,1776,35,1,High
11,Weekday,Fog,0,106,2,4,Low
11,Weekend,Fog,1,1148,22,1,Medium
7,Weekday,Clear,1,1784,35,2,High
22,Weekday,Fog,1,588,11,2,Low
16,Weekend,Fog,1,1281,25,2,Medium
1,Weekend,Clear,1,1568,31,3,High
18,Weekend,Clear,1,1724,34,2,High
17,Weekend,Clear,0,1546,30,1,High
11,Weekend,Fog,1,1085,21,1,Medium
10,Weekday,Clear,0,1668,33,3,High
3,Weekday,Rain,0,657,13,3,Low
18,Weekday,Clear,0,1412,28,4,Medium
9,Weekend,Rain,1,1567,31,3,High
5,Weekday,Rain,0,385,7,2,Low
12,Weekday,Fog,0,370,7,3,Low
22,Weekend,Clear,0,980,19,1,Medium
5,Weekday,Clear,0,342,6,4,Low
13,Weekday,Fog,1,314,6,3,Low
22,Weekend,Fog,0,778,15,1,Medium
8,Weekday,Clear,0,1665,33,3,High
2,Weekend,Fog,0,639,12,1,Low
23,Weekday,Fog,1,797,15,2,Medium
0,Weekend,Rain,0,943,18,4,Medium
3,Weekday,Clear,0,362,7,1,Low
3,Weekend,Clear,1,1455,29,4,Medium
20,Weekday,Rain,0,1742,34,1,High
9,Weekend,Fog,0,1923,38,4,High
2,Weekday,Fog,1,534,10,2,Low
21,Weekday,Fog,0,1055,21,3,Medium
3,Weekend,Rain,1,962,19,2,Medium
21,Weekday,Fog,1,1883,37,3,High
23,Weekday,Fog,0,562,11,4,Low
13,Weekday,Fog,1,739,14,3,Medium
16,Weekday,Clear,1,1116,22,2,Medium
11,Weekend,Clear,1,906,18,1,Medium
1,Weekend,Rain,1,1394,27,1,Medium
11,Weekday,Clear,1,901,18,1,Medium
9,Weekend,Clear,1,2052,41,4,High
20,Weekday,Rain,1,1545,30,2,High
18,Weekday,Rain,1,1857,37,3,High
7,Weekend,Rain,0,1445,28,4,Medium
17,Weekday,Clear,0,1390,27,2,Medium
2,Weekend,Clear,0,1080,21,2,Medium
23,Weekday,Rain,1,409,8,3,Low
21,Weekend,Clear,1,2544,50,1,High
0,Weekend,Rain,0,933,18,4,Medium
12,Weekday,Fog,0,142,2,1,Low
23,Weekday,Rain,1,639,12,2,Low
11,Weekday,Rain,1,686,13,3,Low
4,Weekday,Fog,0,184,3,1,Low
16,Weekday,Clear,1,876,17,3,Medium
19,Weekday,Fog,1,1400,28,2,Medium
19,Weekend,Fog,0,1015,20,4,Medium
15,Weekday,Clear,1,615,12,3,Low
18,Weekday,Clear,1,1815,36,3,High
19,Weekday,Clear,0,1582,31,3,High
2,Weekend,Rain,0,413,8,3,Low
16,Weekday,Rain,0,450,9,4,Low
2,Weekday,Clear,1,950,19,3,Medium
3,Weekday,Fog,0,374,7,1,Low
3,Weekday,Clear,0,334,6,1,Low
11,Weekend,Fog,1,999,19,4,Medium
9,Weekend,Fog,0,1539,30,4,High
4,Weekend,Fog,0,778,15,1,Medium
18,Weekend,Rain,0,1819,36,3,High
10,Weekend,Rain,1,2501,50,4,High
20,Weekend,Clear,0,1389,27,4,Medium
1,Weekend,Rain,0,978,19,2,Medium
19,Weekday,Clear,0,1846,36,1,High
14,Weekend,Fog,0,750,15,4,Medium
8,Weekend,Fog,0,1523,30,1,High
9,Weekend,Clear,0,1621,32,4,High
0,Weekend,Clear,0,826,16,1,Medium
11,Weekend,Rain,0,416,8,2,Low
4,Weekend,Fog,1,1078,21,1,Medium
3,Weekend,Clear,0,1197,23,4,Medium
20,Weekday,Clear,1,2368,47,3,High
18,Weekday,Fog,1,1615,32,2,High
16,Weekend,Clear,1,1154,23,3,Medium
0,Weekday,Rain,0,562,11,4,Low
5,Weekday,Fog,1,797,15,4,Medium
11,Weekday,Fog,0,100,2,4,Low
1,Weekend,Rain,0,433,8,3,Low
15,Weekend,Clear,0,1146,22,4,Medium
19,Weekend,Clear,0,2250,45,3,High
