time,day_type,weather,event_day,passengers,flight_count,avg_luggage,crowd
8,Weekday,Fog,1,1770,35,3,High
2,Weekend,Clear,0,1195,23,4,Medium
5,Weekday,Rain,1,1206,24,1,Medium
13,Weekday,Clear,1,1136,22,4,Medium
4,Weekend,Clear,1,1620,32,2,High
8,Weekend,Rain,0,1404,28,3,Medium
12,Weekday,Fog,0,206,4,2,Low
18,Weekend,Clear,1,2066,41,3,High
4,Weekday,Fog,1,645,12,3,Low
2,Weekday,Fog,1,587,11,1,Low
16,Weekday,Fog,0,492,9,2,Low
4,Weekday,Fog,1,876,17,2,Medium
9,Weekday,Clear,1,2173,43,1,High
10,Weekday,Rain,1,2279,45,3,High
22,Weekend,Fog,1,768,15,1,Medium
17,Weekend,Rain,1,2055,41,3,High
18,Weekend,Rain,0,1798,35,1,High
14,Weekday,Clear,1,1042,20,3,Medium
21,Weekday,Clear,0,1332,26,2,Medium
6,Weekday,Rain,1,1830,36,2,High
0,Weekend,Clear,0,799,15,2,Medium
20,Weekday,Fog,0,1289,25,1,Medium
2,Weekend,Clear,1,1305,26,4,Medium
9,Weekend,Fog,0,1351,27,3,Medium
10,Weekday,Clear,0,1995,39,3,High
7,Weekday,Rain,0,1682,33,1,High
6,Weekend,Fog,0,1584,31,1,High
23,Weekend,Rain,0,710,14,2,Medium
11,Weekend,Fog,1,980,19,4,Medium
23,Weekday,Rain,0,328,6,1,Low
11,Weekday,Fog,1,879,17,3,Medium
9,Weekday,Clear,1,1943,38,3,High
18,Weekend,Fog,0,1780,35,2,High
12,Weekday,Fog,1,919,18,2,Medium
20,Weekend,Clear,0,2286,45,3,High
0,Weekend,Rain,1,1422,28,3,Medium
11,Weekend,Clear,1,1189,23,3,Medium
6,Weekend,Clear,1,2371,47,2,High
22,Weekend,Rain,1,1326,26,2,Medium
20,Weekend,Rain,0,2089,41,1,High
21,Weekend,Fog,1,1651,33,1,High
0,Weekend,Rain,1,842,16,1,Medium
18,Weekday,Fog,1,1549,30,4,High
18,Weekday,Fog,0,1021,20,3,Medium
3,Weekend,Rain,0,876,17,2,Medium
9,Weekend,Fog,1,1741,34,3,High
18,Weekday,Rain,0,1854,37,3,High
8,Weekday,Rain,1,1436,28,4,Medium
19,Weekend,Clear,1,2334,46,1,High
3,Weekday,Rain,0,175,3,4,Low
23,Weekend,Clear,1,1644,32,3,High
13,Weekday,Fog,1,1070,21,3,Medium
12,Weekday,Clear,0,435,8,4,Low
2,Weekend,Rain,0,579,11,3,Low
21,Weekday,Clear,1,2192,43,1,High
4,Weekday,Fog,1,539,10,4,Low
14,Weekend,Clear,0,1240,24,1,Medium
2,Weekend,Clear,0,1199,23,1,Medium
1,Weekday,Rain,1,1088,21,3,Medium
17,Weekday,Rain,1,1893,37,2,High
20,Weekend,Rain,0,1280,25,3,Medium
12,Weekend,Rain,0,477,9,2,Low
13,Weekend,Fog,0,992,19,1,Medium
12,Weekend,Clear,0,1156,23,3,Medium
18,Weekend,Rain,1,2328,46,4,High
20,Weekend,Clear,1,2180,43,2,High
14,Weekday,Rain,1,565,11,3,Low
10,Weekend,Rain,1,2208,44,3,High
18,Weekend,Fog,1,2059,41,2,High
4,Weekday,Clear,1,1197,23,1,Medium
7,Weekend,Clear,1,2796,55,3,High
21,Weekend,Clear,1,2263,45,1,High
10,Weekday,Rain,0,1385,27,1,Medium
5,Weekend,Clear,0,1035,20,1,Medium
6,Weekend,Fog,1,1696,33,3,High
12,Weekend,Rain,0,936,18,1,Medium
7,Weekday,Rain,1,1550,31,2,High
12,Weekend,Fog,1,1144,22,1,Medium
18,Weekday,Rain,0,1651,33,2,High
1,Weekend,Fog,1,915,18,4,Medium
19,Weekend,Rain,1,1895,37,3,High
0,Weekday,Clear,1,1188,23,4,Medium
16,Weekend,Fog,0,620,12,4,Low
15,Weekday,Clear,0,611,12,1,Low
23,Weekday,Clear,0,910,18,3,Medium
0,Weekday,Clear,1,810,16,2,Medium
4,Weekday,Clear,1,1395,27,1,Medium
4,Weekday,Clear,0,763,15,2,Medium
13,Weekday,Fog,0,708,14,1,Medium
5,Weekend,Clear,0,1290,25,3,Medium
11,Weekday,Fog,1,493,9,4,Low
5,Weekday,Rain,0,410,8,2,Low
17,Weekend,Rain,0,2065,41,1,High
15,Weekday,Fog,1,804,16,2,Medium
7,Weekday,Rain,1,2243,44,2,High
1,Weekend,Clear,1,1090,21,3,Medium
4,Weekday,Fog,1,685,13,4,Low
23,Weekend,Rain,0,569,11,4,Low
6,Weekend,Rain,0,1564,31,2,High
11,Weekday,Clear,0,536,10,2,Low
9,Weekday,Fog,1,1990,39,1,High
7,Weekday,Clear,0,1252,25,2,Medium
2,Weekend,Clear,1,1505,30,2,High
6,Weekend,Clear,1,1935,38,1,High
19,Weekend,Fog,1,2359,47,4,High
22,Weekend,Fog,0,1028,20,4,Medium
1,Weekday,Rain,0,480,9,3,Low
14,Weekend,Rain,0,587,11,4,Low
16,Weekday,Rain,1,1018,20,2,Medium
15,Weekday,Fog,0,100,2,3,Low
9,Weekend,Fog,0,1246,24,3,Medium
23,Weekday,Clear,0,399,7,3,Low
4,Weekend,Clear,1,1272,25,4,Medium
12,Weekday,Rain,1,853,17,1,Medium
2,Weekday,Fog,1,703,14,3,Medium
15,Weekday,Clear,1,1339,26,4,Medium
17,Weekend,Rain,1,2369,47,4,High
8,Weekday,Fog,1,1905,38,4,High
17,Weekday,Fog,1,1305,26,2,Medium
23,Weekday,Rain,1,1225,24,3,Medium
23,Weekday,Clear,1,1149,22,2,Medium
2,Weekday,Rain,0,594,11,1,Low
11,Weekday,Fog,0,590,11,2,Low
2,Weekend,Rain,1,1052,21,3,Medium
2,Weekday,Clear,1,1062,21,3,Medium
14,Weekend,Rain,0,1054,21,3,Medium
20,Weekend,Rain,0,1712,34,3,High
17,Weekend,Fog,1,2063,41,1,High
22,Weekday,Rain,0,728,14,1,Medium
22,Weekday,Rain,0,308,6,3,Low
20,Weekend,Fog,1,1697,33,3,High
7,Weekend,Rain,1,2185,43,3,High
7,Weekend,Clear,1,2584,51,2,High
6,Weekend,Fog,0,1291,25,1,Medium
22,Weekday,Clear,0,524,10,3,Low
23,Weekend,Fog,0,671,13,3,Low
11,Weekend,Rain,0,625,12,3,Low
6,Weekend,Clear,0,1833,36,1,High
19,Weekend,Clear,0,2359,47,2,High
10,Weekday,Rain,0,1270,25,2,Medium
2,Weekend,Rain,1,1515,30,4,High
11,Weekday,Clear,1,937,18,4,Medium
9,Weekend,Fog,0,1866,37,1,High
5,Weekend,Rain,1,1322,26,3,Medium
2,Weekend,Fog,1,761,15,4,Medium
15,Weekday,Fog,0,674,13,3,Low
10,Weekday,Fog,0,965,19,4,Medium
16,Weekend,Fog,1,810,16,4,Medium
13,Weekend,Clear,0,1304,26,4,Medium
14,Weekend,Fog,1,1039,20,4,Medium
11,Weekend,Clear,1,1466,29,1,Medium
6,Weekend,Rain,1,2528,50,1,High
12,Weekday,Rain,0,387,7,2,Low
2,Weekday,Rain,1,1031,20,2,Medium
8,Weekday,Rain,0,1186,23,3,Medium
8,Weekend,Clear,0,1821,36,4,High
1,Weekday,Fog,0,256,5,3,Low
7,Weekday,Rain,0,1654,33,4,High
20,Weekday,Clear,1,2287,45,4,High
10,Weekend,Rain,1,2008,40,3,High
23,Weekend,Rain,0,985,19,2,Medium
0,Weekend,Rain,1,964,19,4,Medium
10,Weekend,Fog,0,2130,42,1,High
14,Weekday,Clear,1,793,15,1,Medium
11,Weekday,Clear,0,419,8,1,Low
19,Weekend,Clear,0,2060,41,1,High
21,Weekday,Fog,0,1760,35,3,High
21,Weekday,Rain,1,1973,39,2,High
21,Weekend,Clear,0,1978,39,2,High
6,Weekend,Clear,1,2638,52,3,High
20,Weekend,Clear,0,1623,32,3,High
17,Weekend,Clear,0,1868,37,1,High
16,Weekday,Clear,1,928,18,4,Medium
14,Weekday,Clear,0,548,10,2,Low
3,Weekday,Clear,1,1378,27,3,Medium
16,Weekend,Clear,1,1508,30,4,High
6,Weekday,Clear,0,1934,38,1,High
15,Weekday,Rain,1,588,11,3,Low
15,Weekend,Fog,0,911,18,1,Medium
3,Weekend,Fog,1,1107,22,2,Medium
7,Weekend,Fog,1,2436,48,3,High
1,Weekday,Rain,0,619,12,1,Low
21,Weekday,Rain,1,1697,33,2,High
7,Weekday,Fog,0,1676,33,4,High
9,Weekday,Fog,1,1551,31,3,High
21,Weekday,Fog,1,1653,33,1,High
2,Weekday,Rain,0,241,4,3,Low
19,Weekday,Clear,1,1823,36,2,High
4,Weekend,Rain,0,795,15,3,Medium
2,Weekday,Rain,0,661,13,3,Low
18,Weekend,Clear,1,2571,51,1,High
2,Weekend,Fog,1,782,15,3,Medium
12,Weekday,Fog,1,839,16,1,Medium
11,Weekday,Rain,0,456,9,4,Low
2,Weekday,Rain,0,283,5,3,Low
0,Weekday,Clear,0,557,11,2,Low
15,Weekday,Rain,0,723,14,3,Medium
15,Weekday,Clear,0,649,12,3,Low
3,Weekend,Fog,1,1124,22,4,Medium
1,Weekend,Rain,1,1065,21,3,Medium
7,Weekday,Rain,0,1409,28,1,Medium
0,Weekend,Fog,0,970,19,4,Medium
5,Weekend,Clear,1,1085,21,2,Medium
9,Weekday,Clear,1,2493,49,4,High
6,Weekend,Rain,0,1960,39,1,High
0,Weekday,Rain,1,1040,20,4,Medium
16,Weekend,Clear,1,1250,25,3,Medium
23,Weekday,Fog,1,447,8,1,Low
9,Weekday,Fog,0,1628,32,1,High
7,Weekend,Fog,0,1564,31,3,High
0,Weekday,Rain,0,614,12,4,Low
16,Weekday,Clear,0,712,14,2,Medium
23,Weekend,Clear,0,1321,26,3,Medium
14,Weekday,Rain,1,921,18,3,Medium
23,Weekend,Fog,0,935,18,2,Medium
19,Weekday,Rain,1,1737,34,2,High
23,Weekday,Clear,0,718,14,2,Medium
