time,day_type,weather,event_day,passengers,flight_count,avg_luggage,crowd
18,Weekend,Fog,1,1896,37,3,High
17,Weekday,Rain,0,1341,26,3,Medium
1,Weekend,Fog,1,1275,25,3,Medium
4,Weekday,Rain,0,330,6,4,Low
12,Weekday,Clear,0,1025,20,4,Medium
6,Weekend,Rain,1,2116,42,3,High
11,Weekday,Rain,1,823,16,2,Medium
14,Weekday,Clear,1,1398,27,3,Medium
23,Weekend,Fog,1,773,15,3,Medium
0,Weekend,Clear,1,1184,23,4,Medium
7,Weekend,Fog,1,1879,37,1,High
10,Weekend,Fog,0,1792,35,1,High
8,Weekday,Fog,1,1524,30,3,High
2,Weekday,Clear,1,888,17,4,Medium
18,Weekend,Rain,1,2284,45,2,High
17,Weekday,Fog,1,1411,28,3,Medium
8,Weekend,Rain,0,2223,44,2,High
22,Weekday,Fog,0,686,13,2,Low
12,Weekday,Rain,0,168,3,4,Low
20,Weekend,Fog,0,1988,39,3,High
7,Weekend,Rain,0,1541,30,3,High
21,Weekend,Fog,1,1792,35,1,High
22,Weekday,Clear,0,477,9,4,Low
0,Weekend,Clear,0,1069,21,3,Medium
15,Weekday,Rain,1,768,15,3,Medium
7,Weekday,Rain,0,1337,26,1,Medium
5,Weekday,Clear,0,617,12,2,Low
14,Weekday,Fog,1,837,16,4,Medium
23,Weekday,Clear,0,963,19,3,Medium
5,Weekend,Fog,0,786,15,4,Medium
9,Weekday,Fog,1,2069,41,3,High
14,Weekday,Clear,1,1374,27,1,Medium
11,Weekend,Rain,1,978,19,1,Medium
16,Weekend,Fog,0,390,7,4,Low
8,Weekday,Fog,0,1474,29,3,Medium
22,Weekday,Rain,1,746,14,3,Medium
6,Weekday,Fog,0,1562,31,2,High
15,Weekend,Rain,1,1221,24,3,Medium
22,Weekday,Rain,0,540,10,2,Low
1,Weekend,Fog,0,1023,20,1,Medium
4,Weekend,Rain,1,1413,28,3,Medium
20,Weekend,Rain,0,2245,44,2,High
23,Weekday,Rain,0,587,11,4,Low
14,Weekday,Rain,0,596,11,1,Low
8,Weekday,Fog,1,1595,31,2,High
10,Weekend,Fog,1,2467,49,4,High
22,Weekend,Rain,1,1052,21,4,Medium
23,Weekday,Rain,1,823,16,4,Medium
12,Weekday,Rain,0,552,11,3,Low
9,Weekend,Clear,0,1749,34,3,High
7,Weekday,Fog,1,2231,44,3,High
17,Weekday,Clear,0,1865,37,4,High
5,Weekday,Clear,1,911,18,1,Medium
12,Weekend,Fog,0,792,15,3,Medium
18,Weekend,Clear,1,1980,39,2,High
0,Weekday,Rain,1,1124,22,4,Medium
23,Weekend,Fog,1,943,18,4,Medium
19,Weekend,Clear,0,1891,37,4,High
21,Weekday,Clear,0,1685,33,1,High
10,Weekday,Rain,1,2277,45,2,High
0,Weekend,Rain,0,1105,22,3,Medium
11,Weekend,Fog,0,655,13,4,Low
0,Weekend,Clear,1,1686,33,1,High
6,Weekday,Rain,0,1085,21,2,Medium
8,Weekend,Rain,0,1641,32,2,High
9,Weekday,Clear,1,1587,31,1,High
20,Weekend,Clear,0,1803,36,4,High
13,Weekend,Rain,0,1036,20,4,Medium
16,Weekday,Clear,1,1102,22,1,Medium
7,Weekend,Rain,1,2280,45,1,High
10,Weekday,Rain,1,2171,43,4,High
20,Weekend,Clear,1,2770,55,1,High
11,Weekday,Clear,0,775,15,1,Medium
2,Weekend,Clear,0,833,16,1,Medium
23,Weekday,Rain,1,981,19,2,Medium
3,Weekday,Rain,0,403,8,2,Low
19,Weekend,Rain,0,2246,44,1,High
1,Weekday,Fog,0,181,3,2,Low
19,Weekend,Clear,0,2159,43,2,High
2,Weekend,Rain,0,1046,20,3,Medium
18,Weekend,Rain,0,2171,43,3,High
17,Weekend,Clear,1,2661,53,1,High
17,Weekday,Clear,0,2067,41,2,High
0,Weekday,Clear,1,891,17,4,Medium
9,Weekday,Fog,1,1848,36,3,High
1,Weekday,Fog,1,456,9,2,Low
15,Weekday,Clear,0,363,7,3,Low
1,Weekday,Rain,1,1045,20,1,Medium
12,Weekday,Rain,1,767,15,3,Medium
9,Weekend,Fog,1,1781,35,1,High
1,Weekend,Clear,0,777,15,2,Medium
16,Weekend,Clear,0,1339,26,4,Medium
9,Weekday,Clear,1,2349,46,1,High
23,Weekend,Clear,0,681,13,1,Low
12,Weekend,Clear,0,871,17,2,Medium
13,Weekend,Clear,1,1385,27,3,Medium
14,Weekday,Clear,1,1139,22,2,Medium
7,Weekend,Rain,0,1578,31,3,High
19,Weekday,Clear,0,1312,26,4,Medium
11,Weekend,Clear,1,1529,30,2,High
21,Weekend,Clear,0,2170,43,4,High
9,Weekday,Clear,1,1663,33,1,High
23,Weekday,Fog,1,995,19,2,Medium
12,Weekday,Fog,0,736,14,1,Medium
4,Weekend,Clear,0,950,19,3,Medium
3,Weekday,Fog,1,1132,22,2,Medium
22,Weekend,Fog,0,368,7,3,Low
5,Weekend,Fog,0,636,12,3,Low
7,Weekend,Clear,1,2342,46,4,High
14,Weekday,Clear,0,1024,20,2,Medium
4,Weekend,Fog,1,1119,22,1,Medium
3,Weekend,Clear,0,1008,20,1,Medium
1,Weekday,Fog,0,211,4,3,Low
7,Weekday,Clear,1,1598,31,4,High
1,Weekend,Rain,1,993,19,4,Medium
15,Weekday,Fog,1,853,17,1,Medium
5,Weekend,Clear,1,1065,21,1,Medium
1,Weekend,Fog,1,1018,20,4,Medium
3,Weekend,Rain,1,1208,24,4,Medium
14,Weekday,Rain,0,469,9,1,Low
8,Weekend,Fog,1,2247,44,2,High
17,Weekend,Rain,0,1998,39,3,High
19,Weekday,Rain,1,2226,44,1,High
0,Weekend,Fog,0,917,18,4,Medium
17,Weekday,Clear,0,1879,37,2,High
11,Weekend,Clear,0,1104,22,1,Medium
20,Weekend,Clear,1,2238,44,2,High
10,Weekday,Rain,0,958,19,3,Medium
19,Weekend,Clear,0,1747,34,3,High
13,Weekend,Fog,1,1402,28,1,Medium
11,Weekend,Clear,1,1622,32,2,High
6,Weekday,Fog,0,1646,32,2,High
11,Weekend,Rain,1,1138,22,4,Medium
6,Weekday,Clear,0,2006,40,3,High
3,Weekday,Rain,0,751,15,4,Medium
12,Weekday,Clear,1,1058,21,1,Medium
14,Weekend,Clear,0,1286,25,1,Medium
13,Weekend,Fog,0,659,13,1,Low
7,Weekday,Clear,1,1757,35,3,High
14,Weekday,Clear,1,1244,24,2,Medium
18,Weekend,Rain,1,2197,43,4,High
18,Weekend,Fog,0,1504,30,3,High
19,Weekday,Rain,1,1491,29,2,Medium
21,Weekday,Fog,1,1301,26,2,Medium
10,Weekday,Rain,0,1097,21,2,Medium
8,Weekend,Rain,1,2260,45,2,High
21,Weekday,Fog,1,1836,36,3,High
0,Weekday,Fog,1,974,19,3,Medium
7,Weekend,Clear,1,2768,55,4,High
17,Weekend,Rain,1,1874,37,3,High
7,Weekday,Fog,1,1338,26,1,Medium
18,Weekday,Rain,0,1245,24,2,Medium
0,Weekend,Clear,0,660,13,1,Low
1,Weekday,Rain,0,839,16,3,Medium
11,Weekend,Fog,0,712,14,3,Medium
12,Weekend,Rain,0,810,16,3,Medium
20,Weekday,Fog,0,1800,36,3,High
0,Weekday,Rain,0,242,4,4,Low
16,Weekend,Clear,0,1277,25,3,Medium
0,Weekend,Rain,1,1452,29,2,Medium
14,Weekday,Rain,1,548,10,4,Low
21,Weekend,Clear,1,2405,48,2,High
0,Weekday,Clear,1,1065,21,2,Medium
5,Weekend,Fog,0,436,8,4,Low
8,Weekday,Rain,0,1196,23,1,Medium
5,Weekend,Fog,1,1029,20,2,Medium
14,Weekend,Fog,0,898,17,2,Medium
19,Weekday,Rain,1,2136,42,2,High
19,Weekday,Fog,1,1830,36,4,High
21,Weekday,Clear,0,1271,25,2,Medium
1,Weekend,Rain,1,1314,26,2,Medium
8,Weekday,Fog,0,920,18,3,Medium
7,Weekend,Rain,1,2542,50,3,High
9,Weekend,Fog,0,1873,37,3,High
13,Weekday,Fog,1,983,19,2,Medium
5,Weekend,Rain,1,1145,22,2,Medium
16,Weekend,Rain,1,965,19,4,Medium
18,Weekday,Rain,0,1751,35,3,High
3,Weekend,Rain,0,494,9,4,Low
12,Weekday,Rain,0,346,6,3,Low
7,Weekday,Fog,0,1825,36,4,High
14,Weekday,Fog,1,792,15,3,Medium
18,Weekend,Fog,0,1716,34,3,High
23,Weekday,Clear,1,1217,24,2,Medium
23,Weekend,Rain,0,839,16,1,Medium
17,Weekend,Clear,0,1880,37,1,High
7,Weekend,Clear,1,2347,46,3,High
22,Weekday,Rain,0,611,12,1,Low
17,Weekend,Fog,0,1359,27,2,Medium
18,Weekend,Rain,1,2344,46,2,High
22,Weekday,Fog,1,991,19,3,Medium
4,Weekend,Rain,0,574,11,2,Low
5,Weekday,Rain,0,826,16,4,Medium
15,Weekday,Fog,1,660,13,2,Low
9,Weekday,Fog,1,1263,25,2,Medium
1,Weekend,Rain,0,741,14,2,Medium
10,Weekday,Rain,0,1405,28,2,Medium
6,Weekend,Rain,1,2604,52,1,High
1,Weekend,Fog,1,752,15,4,Medium
20,Weekend,Rain,0,1848,36,1,High
2,Weekday,Rain,0,739,14,3,Medium
18,Weekday,Fog,1,1641,32,1,High
16,Weekday,Clear,0,656,13,3,Low
19,Weekend,Clear,1,2106,42,3,High
5,Weekday,Rain,0,624,12,3,Low
8,Weekend,Clear,1,2549,50,2,High
21,Weekend,Clear,0,2427,48,1,High
5,Weekday,Clear,0,611,12,1,Low
4,Weekday,Fog,0,452,9,1,Low
19,Weekend,Clear,0,1715,34,2,High
2,Weekend,Fog,1,1063,21,1,Medium
11,Weekend,Fog,1,1080,21,1,Medium
4,Weekday,Fog,0,182,3,2,Low
9,Weekday,Fog,1,1532,30,4,High
13,Weekday,Clear,1,759,15,4,Medium
18,Weekend,Rain,1,2311,46,2,High
14,Weekday,Rain,0,247,4,2,Low
22,Weekend,Rain,1,1334,26,1,Medium
17,Weekend,Rain,1,2191,43,1,High
16,Weekday,Rain,0,461,9,2,Low
2,Weekday,Rain,1,1149,22,1,Medium
13,Weekday,Fog,1,474,9,3,Low
19,Weekday,Fog,0,1781,35,4,High
10,Weekday,Rain,1,1993,39,3,High
16,Weekday,Rain,1,1105,22,3,Medium
3,Weekday,Rain,1,1191,23,2,Medium
22,Weekend,Rain,0,821,16,4,Medium
19,Weekend,Clear,0,2162,43,1,High
16,Weekday,Clear,0,867,17,2,Medium
0,Weekend,Clear,0,1160,23,4,Medium
17,Weekday,Rain,1,1774,35,3,High
13,Weekday,Clear,0,1033,20,4,Medium
0,Weekend,Clear,1,1436,28,4,Medium
10,Weekday,Clear,1,2520,50,4,High
9,Weekend,Rain,0,1737,34,4,High
9,Weekend,Fog,0,1555,31,3,High
15,Weekend,Clear,0,1069,21,4,Medium
7,Weekday,Rain,0,1680,33,2,High
10,Weekday,Clear,0,1558,31,4,High
22,Weekend,Rain,0,813,16,3,Medium
4,Weekday,Fog,0,666,13,2,Low
19,Weekend,Fog,1,1981,39,2,High
6,Weekend,Rain,1,1931,38,4,High
12,Weekend,Fog,0,540,10,4,Low
20,Weekday,Clear,1,1728,34,1,High
13,Weekend,Rain,1,1303,26,4,Medium
19,Weekend,Rain,1,1791,35,1,High
17,Weekday,Fog,1,1309,26,4,Medium
0,Weekday,Fog,0,178,3,2,Low
8,Weekend,Fog,1,1598,31,1,High
12,Weekend,Clear,0,1314,26,3,Medium
5,Weekday,Rain,1,1095,21,1,Medium
0,Weekend,Fog,0,506,10,4,Low
21,Weekend,Clear,1,1990,39,3,High
17,Weekday,Rain,0,1686,33,3,High
3,Weekday,Clear,1,1304,26,3,Medium
20,Weekend,Fog,0,1336,26,3,Medium
19,Weekday,Fog,1,1315,26,4,Medium
4,Weekend,Clear,0,1234,24,4,Medium
1,Weekend,Fog,1,940,18,2,Medium
16,Weekday,Clear,0,913,18,3,Medium
12,Weekday,Clear,0,379,7,4,Low
1,Weekday,Fog,0,639,12,3,Low
22,Weekday,Fog,1,707,14,3,Medium
13,Weekday,Rain,0,453,9,3,Low
12,Weekend,Rain,0,715,14,1,Medium
1,Weekend,Rain,1,1545,30,3,High
20,Weekend,Clear,0,1643,32,2,High
6,Weekday,Fog,0,1043,20,3,Medium
18,Weekend,Fog,1,2029,40,2,High
20,Weekend,Rain,0,2197,43,3,High
7,Weekend,Rain,1,2588,51,4,High
18,Weekday,Clear,1,1737,34,3,High
21,Weekend,Fog,0,1883,37,1,High
18,Weekday,Clear,1,1603,32,1,High
23,Weekday,Fog,1,586,11,3,Low
16,Weekday,Fog,1,984,19,3,Medium
4,Weekday,Fog,1,637,12,1,Low
23,Weekday,Rain,0,751,15,3,Medium
4,Weekday,Fog,1,564,11,3,Low
9,Weekday,Clear,1,1893,37,4,High
20,Weekday,Clear,1,1681,33,4,High
1,Weekend,Clear,1,1526,30,2,High
19,Weekend,Rain,0,1334,26,1,Medium
22,Weekday,Clear,0,508,10,2,Low
1,Weekday,Clear,1,1070,21,3,Medium
2,Weekend,Rain,0,861,17,2,Medium
11,Weekday,Clear,0,909,18,3,Medium
15,Weekday,Fog,0,725,14,2,Medium
6,Weekend,Clear,1,2273,45,3,High
8,Weekday,Clear,1,1854,37,3,High
9,Weekend,Fog,0,1850,37,3,High
21,Weekday,Fog,1,1858,37,3,High
13,Weekday,Rain,0,425,8,1,Low
23,Weekend,Fog,1,1083,21,2,Medium
12,Weekday,Clear,1,942,18,3,Medium
16,Weekday,Fog,0,265,5,4,Low
5,Weekday,Fog,1,1000,20,3,Medium
15,Weekend,Clear,1,1633,32,4,High
8,Weekend,Rain,1,1917,38,1,High
22,Weekend,Fog,0,797,15,1,Medium
18,Weekday,Clear,1,2018,40,3,High
5,Weekend,Rain,1,1079,21,4,Medium
7,Weekday,Fog,1,1435,28,2,Medium
11,Weekday,Fog,1,1046,20,3,Medium
12,Weekday,Rain,0,289,5,2,Low
6,Weekday,Fog,1,1777,35,2,High
21,Weekend,Clear,1,2643,52,3,High
4,Weekend,Clear,1,1591,31,3,High
1,Weekday,Fog,0,150,3,3,Low
13,Weekday,Clear,0,601,12,2,Low
17,Weekday,Fog,1,1727,34,3,High
8,Weekend,Clear,1,2048,40,3,High
16,Weekday,Fog,0,498,9,1,Low
23,Weekday,Clear,0,709,14,4,Medium
18,Weekend,Clear,0,1936,38,1,High
9,Weekend,Rain,0,1944,38,1,High
11,Weekday,Clear,0,377,7,3,Low
4,Weekend,Fog,0,1016,20,4,Medium
13,Weekend,Clear,0,1106,22,2,Medium
1,Weekend,Rain,1,1025,20,4,Medium
22,Weekend,Rain,1,1016,20,2,Medium
18,Weekend,Fog,0,1852,37,2,High
15,Weekend,Fog,1,972,19,2,Medium
2,Weekend,Fog,0,393,7,3,Low
8,Weekend,Fog,1,2297,45,3,High
4,Weekday,Rain,1,1016,20,3,Medium
4,Weekend,Fog,1,877,17,2,Medium
18,Weekday,Rain,0,1331,26,3,Medium
15,Weekday,Clear,1,1080,21,3,Medium
23,Weekend,Rain,0,1090,21,4,Medium
13,Weekday,Clear,0,841,16,3,Medium
6,Weekday,Clear,1,2108,42,2,High
10,Weekday,Clear,0,2113,42,2,High
16,Weekend,Rain,1,1271,25,3,Medium
8,Weekday,Fog,1,1921,38,2,High
18,Weekend,Rain,0,2089,41,3,High
8,Weekend,Clear,1,2663,53,3,High
23,Weekend,Fog,1,1325,26,3,Medium
10,Weekend,Fog,0,1431,28,2,Medium
11,Weekday,Fog,1,498,9,3,Low
11,Weekend,Clear,1,1713,34,4,High
1,Weekday,Fog,1,637,12,1,Low
21,Weekday,Clear,1,2389,47,1,High
5,Weekday,Rain,0,516,10,2,Low
16,Weekend,Fog,0,406,8,4,Low
10,Weekend,Clear,1,2748,54,1,High
1,Weekday,Rain,1,762,15,4,Medium
16,Weekend,Clear,1,1501,30,3,High
11,Weekend,Rain,0,948,18,1,Medium
16,Weekend,Fog,1,1051,21,1,Medium
20,Weekend,Clear,1,2114,42,3,High
19,Weekday,Fog,0,1474,29,2,Medium
6,Weekend,Fog,1,1866,37,4,High
14,Weekday,Fog,0,134,2,2,Low
0,Weekday,Fog,1,892,17,1,Medium
18,Weekend,Rain,0,2152,43,4,High
9,Weekday,Fog,1,1588,31,3,High
19,Weekend,Fog,1,1942,38,3,High
18,Weekend,Clear,0,2258,45,3,High
5,Weekday,Fog,0,100,2,1,Low
14,Weekday,Rain,0,491,9,2,Low
20,Weekday,Clear,1,1581,31,2,High
4,Weekend,Clear,0,1177,23,3,Medium
20,Weekday,Fog,0,1818,36,1,High
15,Weekend,Clear,0,982,19,3,Medium
3,Weekend,Clear,0,745,14,4,Medium
20,Weekend,Clear,0,2408,48,4,High
20,Weekend,Rain,0,1279,25,4,Medium
21,Weekday,Rain,0,1263,25,1,Medium
7,Weekend,Fog,0,1922,38,1,High
13,Weekday,Rain,1,566,11,2,Low
6,Weekend,Rain,0,1758,35,3,High
15,Weekday,Fog,0,249,4,2,Low
11,Weekday,Fog,0,417,8,3,Low
0,Weekday,Rain,0,410,8,2,Low
21,Weekday,Rain,0,1623,32,4,High
13,Weekend,Fog,0,614,12,3,Low
1,Weekday,Fog,1,831,16,4,Medium
15,Weekday,Clear,0,615,12,2,Low
8,Weekend,Fog,0,1231,24,1,Medium
9,Weekend,Clear,1,2517,50,3,High
15,Weekday,Fog,1,690,13,3,Low
13,Weekday,Clear,1,893,17,1,Medium
3,Weekend,Clear,1,1156,23,4,Medium
22,Weekend,Rain,1,1074,21,4,Medium
14,Weekday,Clear,0,788,15,4,Medium
15,Weekend,Rain,0,949,18,2,Medium
21,Weekend,Fog,1,2028,40,4,High
3,Weekend,Rain,1,1348,26,2,Medium
9,Weekday,Rain,1,1574,31,2,High
10,Weekday,Clear,0,2084,41,3,High
20,Weekday,Rain,1,1688,33,4,High
15,Weekend,Clear,1,1225,24,1,Medium
15,Weekend,Fog,0,435,8,2,Low
18,Weekday,Clear,0,1894,37,4,High
16,Weekend,Clear,1,1395,27,4,Medium
16,Weekday,Clear,1,943,18,2,Medium
2,Weekend,Rain,0,479,9,4,Low
3,Weekday,Rain,0,164,3,1,Low
1,Weekday,Clear,0,559,11,4,Low
3,Weekday,Fog,1,702,14,2,Medium
1,Weekend,Fog,1,817,16,2,Medium
14,Weekday,Rain,0,659,13,3,Low
4,Weekend,Clear,1,1744,34,4,High
7,Weekday,Rain,0,1599,31,1,High
21,Weekday,Fog,1,1679,33,2,High
9,Weekend,Rain,0,1573,31,3,High
17,Weekend,Rain,1,2200,44,1,High
7,Weekday,Rain,1,2334,46,4,High
18,Weekday,Fog,1,1686,33,1,High
17,Weekday,Clear,1,2442,48,2,High
0,Weekday,Clear,0,571,11,4,Low
23,Weekend,Fog,0,874,17,1,Medium
12,Weekday,Rain,1,941,18,4,Medium
14,Weekend,Fog,0,410,8,4,Low
17,Weekday,Fog,1,1307,26,4,Medium
16,Weekend,Clear,0,690,13,4,Low
0,Weekday,Rain,1,1038,20,2,Medium
13,Weekend,Fog,1,775,15,3,Medium
1,Weekday,Rain,1,772,15,1,Medium
0,Weekend,Fog,1,851,17,4,Medium
20,Weekend,Clear,1,2607,52,4,High
22,Weekday,Fog,1,652,13,4,Low
7,Weekend,Fog,1,2386,47,4,High
19,Weekend,Fog,1,2447,48,3,High
9,Weekend,Clear,0,1693,33,2,High
11,Weekend,Rain,1,1400,28,3,Medium
22,Weekend,Rain,1,1452,29,3,Medium
20,Weekend,Rain,1,1742,34,1,High
10,Weekday,Fog,0,1384,27,3,Medium
15,Weekend,Clear,1,1587,31,1,High
14,Weekend,Clear,1,1665,33,4,High
23,Weekday,Fog,0,265,5,1,Low
16,Weekend,Rain,1,854,17,3,Medium
21,Weekday,Fog,1,1730,34,4,High
23,Weekend,Clear,1,1167,23,2,Medium
4,Weekend,Fog,0,517,10,4,Low
8,Weekend,Fog,0,1616,32,2,High
16,Weekend,Rain,1,1494,29,4,Medium
8,Weekday,Fog,1,1456,29,3,Medium
11,Weekend,Fog,0,556,11,1,Low
18,Weekday,Fog,1,1376,27,3,Medium
4,Weekend,Fog,0,428,8,1,Low
10,Weekday,Clear,0,1419,28,3,Medium
20,Weekend,Fog,0,1197,23,4,Medium
23,Weekday,Rain,0,706,14,3,Medium
21,Weekend,Clear,0,2291,45,4,High
3,Weekday,Clear,1,866,17,4,Medium
14,Weekend,Fog,1,959,19,2,Medium
0,Weekday,Clear,0,875,17,4,Medium
0,Weekday,Rain,1,1124,22,2,Medium
7,Weekday,Clear,0,1178,23,2,Medium
10,Weekday,Clear,0,1314,26,3,Medium
2,Weekday,Rain,1,594,11,3,Low
13,Weekday,Rain,1,805,16,4,Medium
14,Weekday,Fog,0,455,9,3,Low
16,Weekday,Clear,0,383,7,3,Low
3,Weekend,Rain,1,1018,20,1,Medium
3,Weekday,Rain,0,433,8,2,Low
20,Weekday,Rain,1,2238,44,4,High
20,Weekday,Rain,1,1390,27,4,Medium
2,Weekday,Clear,1,1383,27,4,Medium
3,Weekday,Clear,0,455,9,1,Low
15,Weekday,Fog,0,304,6,2,Low
2,Weekend,Rain,1,923,18,3,Medium
12,Weekend,Fog,0,393,7,1,Low
11,Weekend,Fog,0,1015,20,2,Medium
0,Weekday,Clear,1,771,15,4,Medium
22,Weekday,Clear,1,1081,21,1,Medium
16,Weekend,Rain,1,1266,25,4,Medium
2,Weekend,Fog,1,1362,27,1,Medium
6,Weekend,Fog,1,2092,41,1,High
16,Weekend,Clear,1,1391,27,1,Medium
9,Weekend,Rain,0,1657,33,2,High
12,Weekday,Clear,0,682,13,1,Low
4,Weekday,Rain,0,426,8,1,Low
1,Weekday,Fog,0,328,6,1,Low
6,Weekend,Fog,1,1551,31,2,High
0,Weekend,Rain,1,977,19,2,Medium
7,Weekday,Fog,0,1284,25,1,Medium
23,Weekday,Fog,1,574,11,2,Low
14,Weekday,Rain,0,555,11,3,Low
2,Weekend,Clear,1,1482,29,4,Medium
20,Weekend,Fog,0,1389,27,4,Medium
